Padrão,Frase
DIRETO,"Batalha de iPads com a ​⁠@NathGameroficial #roblox,Licy Games,O psiquilo que é muito burro aqui são 2 fo de novo enorme porque eu prefiro você vocês 2,Jogos,https://www.youtube.com/watch?v=4M05oWunPfY"
DIRETO,"Eleições 2022 (opening Naruto),Kim Kataguiri,""Ser sério ê chato, politica é idiota e só motivo de briguinha ent bora fazer meme kkkk"",Política,https://www.youtube.com/watch?v=LNMrYI6aA6c"
DIRETO,"Eleições 2022 (opening Naruto),Kim Kataguiri,""Meu deus liberalzinho puxando voto de otaku por favor não sejam burro, Bolsonaro de elegeu por meio de mitada e prova nenhuma de que é bom, gentili e liberaleco só sabe fazer isso"",Política,https://www.youtube.com/watch?v=LNMrYI6aA6c"
DIRETO,"KKAKAKKALA assistir tv, entendi pq vc é burro."
DIRETO,"#cancelamento,Laestro,Sorry but eu já peguei a minha prima meus pais são primos (meus pais deram merda pá meu pai é idiota e traiu a minha mãe com metade da cidade) mas eu e minha prima era fetishe dos 2 e foi só uma curtição e cabou nem sempre e nem tudo é ruim as vezes é só curiosidade,Jogos,https://www.youtube.com/watch?v="
DIRETO,"#cancelamento,Laestro,Pra mim todo esse jogo eh retardado,Jogos,https://www.youtube.com/watch?v=jjJ1BqeS9Js"
DIRETO,"Laestro,""Nao tenho nada contra The Coffin of Andy and Leyley e acho que esse cancelamento é idiota pq ignora o ponto do jogo que é apresentar personagens ruins fazendo coisas ruins, o jogo é até legalzinho..."
DIRETO,"cancelamento,Laestro,""​ @Mari_011  Mor, vc é idiota?"
DIRETO,"Não quero ser grosso, mas, eu estudo religiões a 5 anos, então sua explicação foi meio estúpida pq eu já sabia, mas obrigado por falar isso ai"",Jogos,https://www.youtube.com/watch?v=jjJ1BqeS9Js"
DIRETO,"#cancelamento,Laestro,​ @Carlos_BURN  Não sei se você é burro mas seu comentário é público,Jogos,https://www.youtube.com/watch?v=jjJ1BqeS9Js"
DIRETO,"@AlexCb1410  Se você não fosse burro o suficiente saberia que até o satanismo real não tem nada haver com oque a mídia passa, é mais como uma filosofia de vida"",Jogos,https://www.youtube.com/watch?v=jjJ1BqeS9Js"
DIRETO,"Tu é burro ou só se faz?,Jogos,https://www.youtube.com/watch?v="
DIRETO,"Esse não é o ponto do meu comentário, você não é idiota então não finja que é 👍"
DIRETO,"DIZ SOBRE VOCÊ,Canal do Ramsés,""Eu sou cristão mais também acho chato alguns cristãos falarem toda hora esse anime e do diabo essa música também e falam que qualquer coisa você fai pro inferno é ainda faz mal fama pros cristãos faz pensar que a maioria é assim pra mim e mesmo que disser que todo militante é burro irritande faz mimi sem motivos as vezes prá não faz sentido falar que a pessoa fai pro inferno só fai afasta o cara da religião"
DIRETO,"satanismo é até mais idiota kkkk"",Religião,https://www.youtube.com/watch?v=RxQBDZ40dLM"
DIRETO,"DIZ SOBRE VOCÊ,Canal do Ramsés,"" @Rafazitos  o que você disse é equivalente a """"pra mim que sou advogado ser médico é idiota"""""
DIRETO,"DIZ SOBRE VOCÊ,Canal do Ramsés,Vc foi meio burro de fazer esse vídeo pois será cancelado,Religião,https://www.youtube.com/watch?v=RxQBDZ40dLM"
DIRETO,"Tu é muito burro,Religião,https://www.youtube.com/watch?v=RxQBDZ40dLM"
DIRETO,"DIZ SOBRE VOCÊ,Canal do Ramsés,É pq ateu é burro,Religião,https://www.youtube.com/watch?v=RxQBDZ40dLM"
DIRETO,"Esportes,""Você é burro ou se faz?"
DIRETO,"Pan Esportes,""Brasileiro é muito trouxa!!"
DIRETO,"Jorge Jesus até pode, mas o Ancelotti , tem que ser muito burro se aceitar."
DIRETO,"Pan Esportes,""Quem não tá é vc, vcs é burro ou se faz?"
DIRETO,"E ele perde o cargo de treinador, vcs é burro dms, acha que algum técnico vai mandar nas vontades da CBF"",Esporte,https://www.youtube.com/watch?v=VlXqmT_aOKY"
CHAMAR_TRATAR,"@alexanderneves571 por que nunca chamaram burro, olhar que sou vascaino raiz"",Esporte,https://www.youtube.com/watch?v="
CARACTERIZACAO,"2025 | ECUAVISA"",Ecuavisa,""Porq este tipo no deja de repetir lo mismo como disco rayado parece retardado y no entiende lo q la otra responde, q verguenza y decir"
DIRETO,Você é burro ateu não tem espíritos demoníacas não é eles não conhecem Jesus Cristo como vão para o inferno se nunca ouviram a palavra???????
DIRETO,"filho,você é burro é?"
DIRETO,"Teoria Jogo Subway Surfers,✿ Hope World Canal ✿,E eu não sei como você achar tudo assim você acha que eu sou burro sua réptiliana eu já descobriu vários vídeos já tá falando com você uma reptiliana não adianta enganar ninguém ô vai se arrepiando para lá hoje você descobre as coisas,Jogos,https://www.youtube.com/watch?v=bhT8yrkCWdA"
DIRETO,"Quem seria idiota pra omenagiar o filho morto, licrando com um JOGO?"",Jogos,https://www.youtube.com/watch?v=bhT8yrkCWdA"
DIRETO,"Eu fico com medo quando essa moça q eu não sei o nome conta histórias assustadoras, eu só vejo pq eu sou retardada memo -_- ...."
DIRETO,"quero qui esse q estar em miami va pro inferno so nao sou burro pra achar qui um ladrao é soluçao do brasil,Política,https://www.youtube.com/watch?v=xshhyAg1ix0"
DIRETO,"entrega foi feita por representantes do povo,UOL,O povo é muito burro votando em ladrão,Política,https://www.youtube.com/watch?v=xshhyAg1ix0"
DIRETO,Ou o senhor é burro ou é mau caráter mesmo.
DIRETO,"Tem que ser muito idiota meu deus,Política,https://www.youtube.com/watch?v=xshhyAg1ix0"
DIRETO,"entrega foi feita por representantes do povo,UOL,"" @manuelgoncalves5853  Lula ganhou porque o POVO BRASILEIRO É BURRO !"
DIRETO,"😂,Diogo Matheus,""Se vc for burro, vai estudar que não é de hj em dia."
DIRETO,"Negão foi pego pelos jogos mortais #comedia #shorts #virais,Irmãos Villa,Esse cara é burro é só cortar a corda com a faca,Jogos,https://www.youtube.com/watch?v=otLXCYw1QO4"
DIRETO,"O cara é muito burro porque ñ cortou a corta,Jogos,https://www.youtube.com/watch?v=otLXCYw1QO4"
DIRETO,Roblox é um jogo só que um Roblox não tem como ser um jogo porque os jogos tá dentro dele por que o nome do jogo é Roblox e não tem como Roblox é um jogo então provavelmente você é mais burro do que eu você tem que ser mais inteligente 🧠
DIRETO,"❌,Nanndo,Roblox é um jogo sim ele que está mentindo para nós ele que é burro,Jogos,https://www.youtube.com/watch?v=LnHMzkHMqIM"
CARACTERIZACAO,"❌,Nanndo,Eu também você ficou burro pelo que eu fazer igual a você bugado no jogo ei"
DIRETO,"❌,Nanndo,Você é burro tem um jogo do Roblox que se chama Roblox,Jogos,https://www.youtube.com/watch?v=LnHMzkHMqIM"
DIRETO,"❌,Nanndo,Quando você é burro é eu jogo sim"
DIRETO,"❌,Nanndo,Se é burro todo mundo que joga roblox JOGA ROBLOX!,Jogos,https://www.youtube.com/watch?v="
DIRETO,"❌,Nanndo,😡 tu é burro demais tu mentiu da sua galerinha turma da aquele portal é de outro brinquedo então não existe e eu tô com raiva,Jogos,https://www.youtube.com/watch?v=LnHMzkHMqIM"
DIRETO,"❌,Nanndo,P cebola você só tá falando o nome do Roblox sou burro sou burro😂😂 quero jogos vários jogos muita internet no Roblox tava não sou burra como você,Jogos,https://www.youtube.com/watch?v=LnHMzkHMqIM"
DIRETO,"❌,Nanndo,Todo mundo sabe ninguém  é burro  gica fazendo vídeos"
DIRETO,"❌,Nanndo,Eu jogo sempre joguei e pare que eu não sou burro,Jogos,https://www.youtube.com/watch?v=LnHMzkHMqIM"
DIRETO,"❌,Nanndo,Nanndo É muito burro,Jogos,https://www.youtube.com/watch?v=LnHMzkHMqIM"
DIRETO,"❌,Nanndo,Ele é burro não é então porque só porque o Roblox está na play store me explica isso,Jogos,https://www.youtube.com/watch?v=LnHMzkHMqIM"
DIRETO,"Eu sou burro não sabia que o dave era da loud,Esporte,https://www.youtube.com/watch?v=5cgo-0JZ9MY"
DIRETO,"mas n é como antigamente burro,Esporte,https://www.youtube.com/watch?v=5cgo-0JZ9MY"
DIRETO,"as vezes ser idiota era um ensinamento kkkkkkk"",Religião,https://www.youtube.com/watch?v=v8_jWGxrfBA"
DIRETO,"RELIGIÃO dos FAMOSOS 🙏🏻,Famosos Update,Vc é um idiota simples,Religião,https://www.youtube.com/watch?v=v8_jWGxrfBA"
DIRETO,"RELIGIÃO dos FAMOSOS 🙏🏻,Famosos Update,""Tu é burro"
DIRETO,"Seu argumento é totalmente inválido e sem sentido, na religião evangélica mesmo tem mandamentos, e se você não segue pelo menos"
DIRETO,"shortsgame,1 Hora,​ @herciliofrancelino7809 aí tu é burro põe que existe sim,Jogos,https://www.youtube.com/watch?v=pJWVyt4hpOY"
DIRETO,"#game #games #shortsgame,1 Hora,"" @herciliofrancelino7809  o cara é burro, mais é arrogante."
DIRETO,"shortsgame,1 Hora,​ @Dann435nomine tu é burro ein,Jogos,https://www.youtube.com/watch?v=pJWVyt4hpOY"
DIRETO,"#game #games #shortsgame,1 Hora,"" @caos_em_terra  você é tão trouxa pra me dar uma resposta dessa ?"
DIRETO,"#game #games #shortsgame,1 Hora,"" @herciliofrancelino7809  tu é burro hein amigão, toma cuidado..."
DIRETO,"#shortsgame,1 Hora,​@herciliofrancelino7809  cara acho que tu é burro pq existe vírus pra celular sim eu já peguei um que congelava a tela  que não mexia nada sim tem malware mais a maioria são isso sim malware mais existe vírus de cell sim man,Jogos,https://www.youtube.com/watch?v=pJWVyt4hpOY"
DIRETO,"shortsgame,1 Hora,​ @herciliofrancelino7809 mn é meio óbvio vai lá tentar baixar um apk super suspeito no Google e se no computador tem Google e ele é igual ao do celular ent tem no celular tbm tu é burro?"
DIRETO,"#game #games #shortsgame,1 Hora, @herciliofrancelino7809  voce é burro?"
DIRETO,"#shortsgame,1 Hora,""Pegar virus pela playstore é rajada em, play protect ja existia a 1 ano atrás, d 2 a 1 ou vc é mt burro e acredita em qlqr mrda, ou eles realmente fazem isso, mas com outro objetivo, n faz sentido hacker celular, bem mais fácil eles aplicarem golpes com engenharia social, isso de pegar virus é mais pra pc, nunca vi ngm pegar virus em celular, só velho q entra em site +18 ou baixa qlqr coisa pelo chrome sem saber procedência"",Jogos,https://www.youtube.com/watch?v=pJWVyt4hpOY"
DIRETO,"shortsgame,1 Hora,""​ @Dann435nomine Vc que é burro"
DIRETO,"#game #games #shortsgame,1 Hora,Minecraft muito caro mas eu consegui baixar porque eu não sou um burro,Jogos,https://www.youtube.com/watch?v=pJWVyt4hpOY"
DIRETO,"#game #games #shortsgame,1 Hora,Primeiro q quem é burro o suficiente pra comprar um jogo de CELULAR,Jogos,https://www.youtube.com/watch?v=pJWVyt4hpOY"
DIRETO,"Quero ver quem vai ser o trouxa que vai comprar (assim finalmente vou saber se existem pessoas que realmente tira dinheiro do cu)."",Jogos,https://www.youtube.com/watch?v=pJWVyt4hpOY"
DIRETO,"#game #games #shortsgame,1 Hora,Só se o cara for nem deficiente pra comprar um jogo desse,Jogos,https://www.youtube.com/watch?v=pJWVyt4hpOY"
DIRETO,"#game #games #shortsgame,1 Hora,Tem q ser muito burro pra compra algum jogo neste valor ainda mais uns jogos ruim desses,Jogos,https://www.youtube.com/watch?v=pJWVyt4hpOY"
DIRETO,"shortsgame,1 Hora,​ @herciliofrancelino7809 aí tu é burro põe que existe sim,Jogos,https://www.youtube.com/watch?v=pJWVyt4hpOY"
DIRETO,"#game #games #shortsgame,1 Hora,"" @herciliofrancelino7809  o cara é burro, mais é arrogante."
DIRETO,"shortsgame,1 Hora,​ @Dann435nomine tu é burro ein,Jogos,https://www.youtube.com/watch?v=pJWVyt4hpOY"
DIRETO,"#game #games #shortsgame,1 Hora,"" @caos_em_terra  você é tão trouxa pra me dar uma resposta dessa ?"
DIRETO,"#game #games #shortsgame,1 Hora,"" @herciliofrancelino7809  tu é burro hein amigão, toma cuidado..."
DIRETO,"#shortsgame,1 Hora,​@herciliofrancelino7809  cara acho que tu é burro pq existe vírus pra celular sim eu já peguei um que congelava a tela  que não mexia nada sim tem malware mais a maioria são isso sim malware mais existe vírus de cell sim man,Jogos,https://www.youtube.com/watch?v=pJWVyt4hpOY"
DIRETO,"shortsgame,1 Hora,​ @herciliofrancelino7809 mn é meio óbvio vai lá tentar baixar um apk super suspeito no Google e se no computador tem Google e ele é igual ao do celular ent tem no celular tbm tu é burro?"
DIRETO,"#game #games #shortsgame,1 Hora, @herciliofrancelino7809  voce é burro?"
DIRETO,"#shortsgame,1 Hora,""Pegar virus pela playstore é rajada em, play protect ja existia a 1 ano atrás, d 2 a 1 ou vc é mt burro e acredita em qlqr mrda, ou eles realmente fazem isso, mas com outro objetivo, n faz sentido hacker celular, bem mais fácil eles aplicarem golpes com engenharia social, isso de pegar virus é mais pra pc, nunca vi ngm pegar virus em celular, só velho q entra em site +18 ou baixa qlqr coisa pelo chrome sem saber procedência"",Jogos,https://www.youtube.com/watch?v=pJWVyt4hpOY"
DIRETO,"shortsgame,1 Hora,""​ @Dann435nomine Vc que é burro"
DIRETO,Eu realmente achava que isso seria inválido.
DIRETO,"tu é burro entao,Sexualidade,https://www.youtube.com/watch?v=B7x-MCzOEeM"
DIRETO,Tu é tão burro que nem nisso tu soube.
DIRETO,"Cara, não é possível que tu seja tão BURRO desse jeito!"
DIRETO,Por isso você está meio burro assim...
DIRETO,"Todas Orientações Sexuais em 13 Minutos, explicação sem complicação"",Explicação sem Complicação,Quem usa a bíblia é idiota,Sexualidade,https://www.youtube.com/watch?v=B7x-MCzOEeM"
DIRETO,"bixo é tão burro que confunde sexo com identidade de gênero e ainda acha que pode opinar, aiai 😪"",Sexualidade,https://www.youtube.com/watch?v=B7x-MCzOEeM"
DIRETO,"O GRUPO DOS ROSA *Nivel perigoso !,Emilly Vick,o seu menino é burro tá falando oi para toda hora eu é por isso que eu não gosto de tu porque tu é muito é chato o Léo Robson Ketlen Leozinho repetir porque coloquei no celular e também Emily Vick void são melhores de todos menos um,Jogos,https://www.youtube.com/watch?v=p17pRSJ0w9k"
CARACTERIZACAO,"O GRUPO DOS ROSA *Nivel perigoso !,Emilly Vick,Nossa você ficou muito famoso sendo idiota né?,Jogos,https://www.youtube.com/watch?v=p17pRSJ0w9k"
DIRETO,"Não vejo nada demais, apenas um erro de gramática, ou você burro o suficiente ao ponto de não saber disso?"",Esporte,https://www.youtube.com/watch?v=nJtfa2LAtWo"
DIRETO,Oscar Vilhena é um esquerdopata que pensa que todo mundo é idiota.
DIRETO,"Todo ditador é um idiota, já que ao seu lado só tem bajuladores."
DIRETO,Eles acham que a populacao do Brasil é idiota
DIRETO,"Análise: As decisões do STF nos holofotes internacionais | WW,CNN Brasil,Alexandre de morais já é um leproso quem fica com ele vai junto,Política,https://www.youtube.com/watch?v=avLGRdtBYUY"
VERBO_TERMO,ou fica que  nem um retardado nas redes sociais falando besteira e jornalismo.
DIRETO,"O brasileiro que fez o impossível no basquete,Slayerz,Kkkkkkk tu é burro?"
DIRETO,Ninguém aqui é burro pra não entender o que aconteceu.
DIRETO,"O brasileiro que fez o impossível no basquete,Slayerz,""Não tinha uma regra que isso era inválido, vi alguma coisa parecida com isso, mais não me aprofundei."
DIRETO,"O brasileiro que fez o impossível no basquete,Slayerz,ontem fui burro joguei no vasco perdi kkkkkkk ceara ganhou 2x1,Esporte,https://www.youtube.com/watch?v=TvnJtEfzchU"
DIRETO,"😱,Cine Nostálgico,​ @amamaedepet e vcs é burro que não estuda porra nenhuma de biológia ksksks,Sexualidade,https://www.youtube.com/watch?v=geIv7NwodjU"
DIRETO,"Ele não é idiota não,Sexualidade,https://www.youtube.com/watch?v=ZmLAZgFWKBo"
DIRETO,"Em busca de sentido | Leandro Karnal | Série Religião #1,""Prazer, Karnal - Canal Oficial de Leandro Karnal"","" @fabianocosta9025  você é burro por natureza né?Leia Efésios  e veja o lixo que este deus é,e pare de pregar palavras deste livro porco em comentários."
DIRETO,"O Karnal lê a Biblia, lê a biblia dos protestante faltando partes, lê alcorão, Alan kardec e muitas outras e pensa que entendeu tudo, ele é um burro, ignorante de voz macia."
DIRETO,"Como vc é burro,não dá 🤦🏽‍♀️"",Religião,https://www.youtube.com/watch?v=CztqsoWZOQU"
DIRETO,"Eu acredito em Deus é diferente, você disse, que eu estou sendo burro em escrever aqui ?"
DIRETO,"Ta na cara, que você é o mais burro aqui."
DIRETO,"Nada a ver cara, essa sua colocação aqui, isso sim é ser burro."
DIRETO,Eu sou burro é ?
DIRETO,Se eu sou burro ?
CHAMAR_TRATAR,"Por que os jogadores ficam marombas quando se aposentam?,Futebol com Histórias,""Então ele se chamou de burro."
CARACTERIZACAO,"Por que os jogadores ficam marombas quando se aposentam?,Futebol com Histórias,""Nada haver, esse cara é retardado haha"",Esporte,https://www.youtube.com/watch?v=IrIMJ_EGSqs"
DIRETO,"Por que os jogadores ficam marombas quando se aposentam?,Futebol com Histórias,Eu acho que ele é burro"
DIRETO,"ge,""Assim ele vai mantendo contrato de 5 milhões por mês, da show contra o lanterna e agrada a torcida que é trouxa, depois contra os grandes ele vai sumir novamente."
VERBO_TERMO,"Se o time engatar uma sequência de vitoria já fica no g6, dependendo da situação de outros jogos, não seja idiota."
DIRETO,"Bastos,""Quem concorda q o davi é retardado clica aqui"
DIRETO,"Carai vey e eu q pensava q eu era burro,Religião,https://www.youtube.com/watch?v=9IjOrFoh9kc"
DIRETO,"#shorts,Bunny Brasil,Dark eu=como eu sou burro 😂😂😂😂🤡💩,Jogos,https://www.youtube.com/watch?v=2zRWjukL0X0"
DIRETO,"#shorts,Bunny Brasil,""Te é burro, é no tikTok"",Jogos,https://www.youtube.com/watch?v=2zRWjukL0X0"
DIRETO,"#shorts,Feh,Você é burro besta sua mãe sua mãe vai morrer você nem vai,Jogos,https://www.youtube.com/watch?v=KHJnmRHVZl4"
DIRETO,"#shorts,Feh,Kkk o povo é burro essa mãe é muito burra meu Deus ela não olhou já vi esse essa essa terra não não não,Jogos,https://www.youtube.com/watch?v=KHJnmRHVZl4"
DIRETO,"“o seu Governo é pior que o de Costa”,CHEGA TV,Primeiro ministro é um estúpido."
DIRETO,"é de louvar, mas usar a ignorância como arma de arremesso é estúpido."
DIRETO,"MONTENEGRO BURRO DO CRLH,Política,https://www.youtube.com/watch?v=xOSY9AxxW1A"
DIRETO,"“o seu Governo é pior que o de Costa”,CHEGA TV,""Montenegro é um idiota mesquinho, que conseguiu desperdiçar uma maioria de direita, e atirar o país para eleições com a sua arrogância e obtusidade."
DIRETO,Para as estradas looool é cómico mas há quem mame há mais de 50 anos nisto e o povo português é tão idiota que não vê isso eu aqui na Suíça pago 40fr por ano 40 caralho TODO o ano
CARACTERIZACAO,"Não há soluções quando o dinheiro é simplesmente mal distribuido e para alimentar tachos, nunca haverá soluções de nada que façam de facto diferença com governos corruptos, só um ceguinho é que não vê para onde vai de facto o dinheiro."
DIRETO,Tanguá é uma idiota estupida e ignorante.
VERBO_TERMO,"O CHEGA pode ganhar as eleições, a Mariana Mortágua anda a brincar à política"",CHEGA TV,Mariana Mortágua um abraço forte andre Ventura não tem sangue nos olhos muito antes de andre Ventura nascer os emigrantes  ja ca tava a trabalhar desde 1960 cada vez os portuguêses tão a ficar mais burro porquê querem so o dinheiro para encher o cu isto  é uma granda vergonha deus é grande Mariana Mortágua"
DIRETO,Português é burro e ainda bate palmas!
DIRETO,Aqui o que aconteceu não passou de uma indignação com a entrega do país a um grupo que o havia lesado de forma nunca vista antes.
DIRETO,QUE ERA DEFICIENTE
DIRETO,"Pan Esportes,​ @clenilsonmartins7001 deixa de ser idiota cara ele está falando que era pra entrar com outra formação,Esporte,https://www.youtube.com/watch?v=zI_a27Cqfto"
DIRETO,"Parlamentares são tudo burro,  tinha o Marcel Van haten como opção, votaram errado pq quiseram."
DIRETO,porque ele é burro e patético.
DIRETO,"POLÍTICA?"""""",Itatiaia,""Marcon como pode um ignorante desse ser deputado, esses estúpidos acabaram de fazer um manifestação que FLOPOU porque o povo não é mais burro."
DIRETO,"EXPERTFUT,""O povo é idiota mesmo, nem Zico ganho uma copa."
DIRETO,"Que besteira essa é esse trouxa com essas palhaçada e um palhaço querendo querendo like,Esporte,https://www.youtube.com/watch?v=0hfCc11SQM8"
DIRETO,"Mds por isso o brasil tá essa bosta, 99% da população é BURRO e cego que nem você, tentam passar pano pra tudo que existe, pra político, influenciador, cantor etc."
DIRETO,"Eleições 2022,Metrópoles,""O povo é burro isso sim, eles se deixa levar pelas pesquisa das imprensa da globolixo vei 🤦🤦"
VERBO_TERMO,"Aí os retardado fica aí apoiando um comunista e dizendo: """"é choro"""""
DIRETO,"Eleições 2022: Lula e Bolsonaro vão disputar o 2º turno | Eleições 2022,Metrópoles,Você é burro bolsonaro mente decarada mente é grosso contraiu a covid 19,Política,https://www.youtube.com/"
DIRETO,"Os cara é burro agora o merda do Lula ganhou tô mundo tem que lutar para sobreviver,Política,https://www.youtube.com/"
DIRETO,"Eleições 2022,Metrópoles,""Tem pobre que é  burro ,só no Brasil"
DIRETO,"Eleições 2022,Metrópoles,""2 ladrão, so que Bolsonaro é burro e ignorante,  Lula sabe disfarçar sua burrice"",Política,https://www.youtube.com/"
DIRETO,"Games,""Obviamente da cocoa,ser ignorante por causa disso é muito idiota só se afasta"",Jogos,https://www.youtube.com/watch?v=5WjEKhmTRnk"
DIRETO,A gente é burro pra cacete kkkkkk vamos sofrer muito até aprender a votar de verdade.
CHAMAR_TRATAR,"A HISTÓRIA,Politize!,Enéias chamando lula de burro,Política,https://www.youtube.com/watch?v=yoEbVOz3Uxs"
DIRETO,"Brasileiro é tudo burro, não liga e não sabe o que é proposta"",Política,https://www.youtube.com/watch?v=yoEbVOz3Uxs"
DIRETO,"@tunénada  vc é burro o que “meu amigo” e sim isso não foi pênalti nunca mas vc falar que o Veiga colocou o pé embaixo do pé do zagueiro foi muita burrice pq esse movimento do zagueiro foi natural pra ele se apoiar no chão e o pé do Veiga estava no chão agora vc falar o Veiga colocou o embaixo do pé do zagueiro foi a mais,Esporte,https://www.youtube.com/watch?v=pfZuomdEAvo"
DIRETO,"A MIRAR Ancelotti e GERA DEBATE!"",Jovem Pan Esportes,""Vamos la: idiota é vc!"
CHAMAR_TRATAR,"Chamando de idiota quem dá público ao programa,Esporte,https://www.youtube.com/watch?v=2NvczluP27E"
DIRETO,"Esportes,""Brasileiro é muito burro msm, então chama o fucking Ancelotti pra comandar a seleção não pow, chama outro Br mediano kkkkkkkk, simplesmente um dos maiores da história"",Esporte,https://www.youtube.com/watch?v=2NvczluP27E"
DIRETO,"Esportes,""Você é burro ou não prestou atenção??"
DIRETO,",Itatiaia,""Eduardo Costa é um idiota ou se faz de idiota ."
DIRETO,O povo não é burro!
DIRETO,"A vingança do sistema, contra Bolsonaro foi tão idiota, que não calculou o prejuízo de colocar um ladrão e sua corriola no poder."
DIRETO,"Itatiaia,""O Problema é que pensa que o povo é burro e não pensa, acha que vai enganar com propaganda artificial"",Política,https://www.youtube.com/watch?v=zy_jQgESRhA"
DIRETO,"EM TERCEIRO GOVERNO,Itatiaia,Astronauta era um idiota!"
DIRETO,"DESAPROVAÇÃO DE LULA EM 56% EM TERCEIRO GOVERNO,Itatiaia,""Culpar tramp, é imbecilidade, o lula que foi idiota e chamou o cara de nasista, em vez de calar a boca"",Política,https://www.youtube.com/watch?v=zy_jQgESRhA"
CARACTERIZACAO,"Fora nada ele tem que ficar até o último minuto do mandato pra esse povo BURRO que votou nele nunca mais se esquecer,Política,https://www.youtube.com/watch?v=zy_jQgESRhA"
DIRETO,ESSE LULA É MUITO IDIOTA MESMO....
DIRETO,"KAKAKAKAKAKAK  olha as letras da música dessa mulher e depois vem falar que ela é cristã só se vc for idiota,Religião,https://www.youtube.com/watch?v=gUFzkw7E3cc"
DIRETO,Quem vai ser o trouxa que vai entrar nessa jogada de bolsonaro de novo igual oito de janeiro vai parar na cadeia sem advogado porque bolsonaro tira o dele da reta e deixa o gado se ferrar.
DIRETO,"E sim, se vc é ateu vc é um pouco burro sim kkkkk"",Religião,https://www.youtube.com/watch?v=AyRqkdfMsjY"
DIRETO,"Se eu te disser q acredito em papai noel, vc nao vai achar q sou um idiota?"
CARACTERIZACAO,"fe fica burro tem muito ateu esperto sobre religiao mas nao ganha dinheiro como muito religioso claro nao contando lider religioso,Religião,https://www.youtube.com/watch?v=AyRqkdfMsjY"
DIRETO,"mesmo q opinião vc só dá qdo alguém lhe pergunta ou vc é tão idiota ao ponto de expor sua opinião, sem ninguém te questionar e vc ser ridicularizado por ela...."
DIRETO,"PONDÉ fala sobre RELIGIÃO,Cortes do Inteligência [OFICIAL],""São linguagens diferentes, prq o filósofo trata e vê o mundo e a sociedade como coisas subjetivas, contraditórias, já um teólogo é um burro adestrado e de raça..."
DIRETO,"2025 | ge.globo,ge,O árbitro é burro!!"
DIRETO,"#shorts,Clodovil Brasil,Mais um idiota repetindo as velhas lendas e mitos criados pelos inimigos da igreja."
DIRETO,"elizabetejustinocarneiro-hz8jh  ele n falou nem uma verdade,, Credo, ele era muito burro como muitos,,  conhece nada da igreja"",Religião,https://www.youtube.com/watch?v=o3I-x-22d0M"
DIRETO,"Aliás, seus líderes, posto que a maioria das ovelhas é estúpida."
CARACTERIZACAO,"VIOLÊNCIA DE GÊNERO,Tempero Drag,""Daqui vc parece só estúpido, mesmo"",Sexualidade,https://www.youtube.com/watch?v=MFuWyvrCfpk"
DIRETO,"vc é burro por acaso?"",Sexualidade,https://www.youtube.com/watch?v=MFuWyvrCfpk"
DIRETO,"Vc é burro ou mal intencionado?,Sexualidade,https://www.youtube.com/watch?v=MFuWyvrCfpk"
DIRETO,"jogador,Isaac Xavier,O Isaac roubo  n sabe nem joga bola quem é fan do Isaac é um idiota,Esporte,https://www.youtube.com/watch?v=NejB6MbX65Q"
DIRETO,"Ele não é burro e tenho certeza que ele entendeu o contexto em que a Rita coloca a Bíblia, mas a satisfação de ego e a corrida atrás de dinheiro foi mais intrínseca ali, evidente."
DIRETO,TU É BURRO
DIRETO,"ME IMPRESSIONA como o Cruzeiro..."""" VEXAME contra o Mushuc Runa é DETONADO!"",Jovem Pan Esportes,""Tem que ser muito idiota para chamar o fracassio de """"goleiro de slto nível"""", imagina os de baixo nivel kkk"",Esporte,https://www.youtube.com/watch?v=2uGlc-lu-sw"
DIRETO,"dono do Cruzeiro está pagando pra ver , qd o Seabra estava no time estava bem com jogadores desconhecidos, contratou Caio Jorge e obrigou o Técnico a colocar sem disputa e o áudio do Pedrinho ,arrebentou o time, o Gabigol foi burro de sair do Mengo"",Esporte,https://www.youtube.com/watch?v=2uGlc-lu-sw"
DIRETO,"Triste ver a burrice desse presidente e da imprensa que não  mostra de fato que esse presidente é BURRO e não consegue entender nada , absolutamente nada de futebol."
CHAMAR_TRATAR,"Esportes,""Na cabeça dos tontos, o cara tem obrigação de torrar dinheiro, e se não ganhar (o que é muito dificil) será chamado de BURRO!"
DIRETO,"Se o mundo não fosse tão burro e injusto .,Esporte,https://www.youtube.com/watch?v=2uGlc-lu-sw"
DIRETO,"ME IMPRESSIONA como o Cruzeiro..."""" VEXAME contra o Mushuc Runa é DETONADO!"",Jovem Pan Esportes,"" @willelias951  bom não tive o prazer de conhecer o senhor Albert Einstein, não sei o saldo  bancário dele mas pobre ele não era já que rodou o mundo todo, e Nobel paga mais de 1 milhão pelo prêmio, mas verdade o Pedrinho é muito burro mesmo um dia quando ele passar no jato de 20 milhões perto de mim vou zuar ele ,chamá-lo de ignorante jumento"",Esporte,https://www.youtube.com/watch?v=2uGlc-lu-sw"
DIRETO,"SÃO PRESOS POLÍTICOS"""""",Itatiaia,Moraes é simplesmente  idiota,Política,https://www.youtube.com/watch?v=HhiCymflpFI"
DIRETO,"Esportes,""Se ele não fosse burro né"
